date,governorate,n_infected,n_recovered,n_dead
"11:27, 27 March 2020",Kébili,5,0,0
"11:27, 27 March 2020",Kef,1,0,1
"11:29, 27 March 2020",Tunis,48,0,0
"11:27, 27 March 2020",Kasserine,5,0,0
"11:27, 27 March 2020",Zaghouan,2,0,0
"11:29, 27 March 2020",Ariana,31,0,1
"11:29, 27 March 2020",Ben Arous,17,0,0
"11:29, 27 March 2020",Manouba,3,0,0
"11:29, 27 March 2020",Bizerte,4,0,0
"11:29, 27 March 2020",Mahdia,3,0,1
"11:29, 27 March 2020",Monastir,13,0,0
"11:29, 27 March 2020",Médenine,12,0,0
"11:29, 27 March 2020",Nabeul,2,0,0
"11:29, 27 March 2020",Sousse,13,0,1
"11:29, 27 March 2020",Sfax,7,0,1
"11:29, 27 March 2020",Gafsa,1,1,0
"11:29, 27 March 2020",Kairouan,2,0,0
"11:29, 27 March 2020",Tataouine,6,0,0
"11:29, 27 March 2020",Gabès,4,0,0
"11:29, 27 March 2020",Kébili,5,0,0
"11:29, 27 March 2020",Kef,1,0,1
"11:29, 27 March 2020",Kasserine,5,0,0
"11:29, 27 March 2020",Zaghouan,2,0,0
"21:37, 27 March 2020",Tunis,55,0,0
"21:37, 27 March 2020",Ariana,34,0,1
"21:37, 27 March 2020",Ben Arous,23,0,0
"21:37, 27 March 2020",Sousse,17,0,1
"21:37, 27 March 2020",Monastir,17,0,0
"21:37, 27 March 2020",Médenine,14,0,0
"21:37, 27 March 2020",Bizerte,11,0,0
"21:37, 27 March 2020",Sfax,11,0,1
"21:37, 27 March 2020",Kébili,11,0,0
"21:37, 27 March 2020",Touzeur,6,0,0
"21:37, 27 March 2020",Tataouine,6,0,0
"21:37, 27 March 2020",Mahdia,4,0,1
"21:37, 27 March 2020",Gabès,4,0,0
"21:37, 27 March 2020",Manouba,3,0,0
"21:37, 27 March 2020",Zaghouan,3,0,0
"21:37, 27 March 2020",Nabeul,2,0,0
"21:37, 27 March 2020",Kairouan,2,0,0
"21:37, 27 March 2020",Kef,2,0,1
"21:37, 27 March 2020",Sidi Bouzid,1,0,0
"21:37, 27 March 2020",Gafsa,1,1,0
"21:37, 27 March 2020",Kef,1,0,1
"11:46, 27 March 2020",Tunis,55,0,0
"11:46, 27 March 2020",Ariana,34,0,1
"11:46, 27 March 2020",Ben Arous,23,0,0
"11:46, 27 March 2020",Sousse,17,0,1
"11:46, 27 March 2020",Monastir,17,0,0
"11:46, 27 March 2020",Médenine,14,0,0
"11:46, 27 March 2020",Bizerte,11,0,0
"11:46, 27 March 2020",Sfax,11,0,1
"11:46, 27 March 2020",Kébili,11,0,0
"11:46, 27 March 2020",Touzeur,6,0,0
"11:46, 27 March 2020",Tataouine,6,0,0
"11:46, 27 March 2020",Mahdia,4,0,1
"11:46, 27 March 2020",Gabès,4,0,0
"11:46, 27 March 2020",Manouba,3,0,0
"11:46, 27 March 2020",Zaghouan,3,0,0
"11:46, 27 March 2020",Nabeul,2,0,0
"11:46, 27 March 2020",Kairouan,2,0,0
"11:46, 27 March 2020",Kef,2,0,1
"11:46, 27 March 2020",Sidi Bouzid,1,0,0
"11:46, 27 March 2020",Gafsa,1,1,0
"11:46, 27 March 2020",Kef,1,0,1
"23:42, 27 March 2020",Tunis,55,0,0
"23:42, 27 March 2020",Ariana,34,0,1
"23:42, 27 March 2020",Ben Arous,23,0,0
"23:27, 27 March 2020",Tunis,55,0,0
"19:35, 28 March 2020",Tunis,55,0,0
"23:42, 27 March 2020",Sousse,17,0,1
"23:42, 27 March 2020",Monastir,17,0,0
"23:27, 27 March 2020",Ariana,34,0,1
"23:27, 27 March 2020",Ben Arous,23,0,0
"19:35, 28 March 2020",Ariana,34,0,1
"19:35, 28 March 2020",Ben Arous,23,0,0
"23:42, 27 March 2020",Médenine,14,0,0
"23:42, 27 March 2020",Bizerte,11,0,0
"23:27, 27 March 2020",Sousse,17,0,1
"23:27, 27 March 2020",Monastir,17,0,0
"19:35, 28 March 2020",Sousse,17,0,1
"19:35, 28 March 2020",Monastir,17,0,0
"19:35, 28 March 2020",Médenine,14,0,0
"23:42, 27 March 2020",Sfax,11,0,1
"23:42, 27 March 2020",Kébili,11,0,0
"23:27, 27 March 2020",Médenine,14,0,0
"23:27, 27 March 2020",Bizerte,11,0,0
"23:27, 27 March 2020",Sfax,11,0,1
"19:35, 28 March 2020",Bizerte,11,0,0
"19:35, 28 March 2020",Sfax,11,0,1
"19:35, 28 March 2020",Kébili,11,0,0
"23:42, 27 March 2020",Touzeur,6,0,0
"23:42, 27 March 2020",Tataouine,6,0,0
"23:27, 27 March 2020",Kébili,11,0,0
"23:27, 27 March 2020",Touzeur,6,0,0
"19:35, 28 March 2020",Touzeur,6,0,0
"19:35, 28 March 2020",Tataouine,6,0,0
"22:22, 28 March 2020",Tunis,55,0,0
"23:42, 27 March 2020",Mahdia,4,0,1
"23:42, 27 March 2020",Gabès,4,0,0
"23:42, 27 March 2020",Manouba,3,0,0
"23:27, 27 March 2020",Tataouine,6,0,0
"23:27, 27 March 2020",Mahdia,4,0,1
"23:27, 27 March 2020",Gabès,4,0,0
"22:03, 28 March 2020",Tunis,55,0,0
"19:35, 28 March 2020",Mahdia,4,0,1
"19:35, 28 March 2020",Gabès,4,0,0
"22:22, 28 March 2020",Ariana,34,0,1
"22:22, 28 March 2020",Ben Arous,23,0,0
"22:22, 28 March 2020",Sousse,17,0,1
"23:42, 27 March 2020",Zaghouan,3,0,0
"23:42, 27 March 2020",Nabeul,2,0,0
"23:42, 27 March 2020",Kairouan,2,0,0
"23:27, 27 March 2020",Manouba,3,0,0
"23:27, 27 March 2020",Zaghouan,3,0,0
"22:03, 28 March 2020",Ariana,34,0,1
"22:03, 28 March 2020",Ben Arous,23,0,0
"19:35, 28 March 2020",Manouba,3,0,0
"19:35, 28 March 2020",Zaghouan,3,0,0
"19:35, 28 March 2020",Nabeul,2,0,0
"22:22, 28 March 2020",Monastir,17,0,0
"22:22, 28 March 2020",Médenine,14,0,0
"23:42, 27 March 2020",Kef,2,0,1
"23:42, 27 March 2020",Sidi Bouzid,1,0,0
"23:27, 27 March 2020",Nabeul,2,0,0
"23:27, 27 March 2020",Kairouan,2,0,0
"23:27, 27 March 2020",Kef,2,0,1
"22:03, 28 March 2020",Sousse,17,0,1
"22:03, 28 March 2020",Monastir,17,0,0
"19:35, 28 March 2020",Kairouan,2,0,0
"19:35, 28 March 2020",Kef,2,0,1
"22:22, 28 March 2020",Bizerte,11,0,0
"22:22, 28 March 2020",Sfax,11,0,1
"22:22, 28 March 2020",Kébili,11,0,0
"23:42, 27 March 2020",Gafsa,1,1,0
"23:27, 27 March 2020",Sidi Bouzid,1,0,0
"23:27, 27 March 2020",Gafsa,1,1,0
"22:03, 28 March 2020",Médenine,14,0,0
"22:03, 28 March 2020",Bizerte,11,0,0
"22:03, 28 March 2020",Sfax,11,0,1
"19:35, 28 March 2020",Sidi Bouzid,1,0,0
"19:35, 28 March 2020",Gafsa,1,1,0
"22:22, 28 March 2020",Touzeur,6,0,0
"22:22, 28 March 2020",Tataouine,6,0,0
"23:27, 27 March 2020",Kef,1,0,1
"22:03, 28 March 2020",Kébili,11,0,0
"22:03, 28 March 2020",Touzeur,6,0,0
"22:22, 28 March 2020",Mahdia,4,0,1
"22:22, 28 March 2020",Gabès,4,0,0
"22:03, 28 March 2020",Tataouine,6,0,0
"22:03, 28 March 2020",Mahdia,4,0,1
"23:11, 28 March 2020",Tunis,69,0,0
"22:22, 28 March 2020",Manouba,3,0,0
"22:22, 28 March 2020",Zaghouan,3,0,0
"22:03, 28 March 2020",Gabès,4,0,0
"22:03, 28 March 2020",Manouba,3,0,0
"22:03, 28 March 2020",Zaghouan,3,0,0
"23:11, 28 March 2020",Ariana,35,0,1
"23:11, 28 March 2020",Ben Arous,26,0,0
"22:22, 28 March 2020",Nabeul,2,0,0
"22:22, 28 March 2020",Kairouan,2,0,0
"22:22, 28 March 2020",Kef,2,0,1
"22:03, 28 March 2020",Nabeul,2,0,0
"22:03, 28 March 2020",Kairouan,2,0,0
"23:11, 28 March 2020",Sousse,24,0,1
"23:11, 28 March 2020",Monastir,22,0,0
"22:22, 28 March 2020",Sidi Bouzid,1,0,0
"22:22, 28 March 2020",Gafsa,1,1,0
"22:03, 28 March 2020",Kef,2,0,1
"22:03, 28 March 2020",Sidi Bouzid,1,0,0
"23:11, 28 March 2020",Médenine,19,0,0
"23:11, 28 March 2020",Kébili,15,0,0
"22:03, 28 March 2020",Gafsa,1,1,0
"23:11, 28 March 2020",Bizerte,11,0,0
"23:11, 28 March 2020",Sfax,11,0,3
"23:11, 28 March 2020",Touzeur,6,0,0
"23:11, 28 March 2020",Tataouine,6,0,1
"23:11, 28 March 2020",Nabeul,6,0,0
"23:11, 28 March 2020",Kef,6,0,1
"23:11, 28 March 2020",Mahdia,5,1,1
"23:11, 28 March 2020",Manouba,5,0,0
"23:11, 28 March 2020",Gabès,4,0,0
"23:11, 28 March 2020",Zaghouan,2,0,0
"23:11, 28 March 2020",Kairouan,2,0,0
"18:33, 29 March 2020",Tunis,69,0,0
"23:11, 28 March 2020",Sidi Bouzid,1,0,0
"23:11, 28 March 2020",Gafsa,1,1,0
"18:33, 29 March 2020",Ariana,35,0,1
"18:33, 29 March 2020",Ben Arous,26,0,0
"18:33, 29 March 2020",Sousse,24,0,1
"23:11, 28 March 2020",Kasserine,1,0,0
"18:33, 29 March 2020",Monastir,22,0,0
"18:33, 29 March 2020",Médenine,19,0,0
"10:49, 30 March 2020",Tunis,79,0,0
"18:33, 29 March 2020",Kébili,15,0,0
"18:33, 29 March 2020",Bizerte,11,0,0
"10:49, 30 March 2020",Ariana,44,0,1
"10:49, 30 March 2020",Ben Arous,29,0,0
"18:33, 29 March 2020",Sfax,11,0,3
"18:33, 29 March 2020",Touzeur,6,0,0
"18:33, 29 March 2020",Tataouine,6,0,1
"10:49, 30 March 2020",Sousse,25,0,1
"10:49, 30 March 2020",Monastir,25,0,0
"10:49, 30 March 2020",Médenine,19,0,0
"18:33, 29 March 2020",Nabeul,6,0,0
"18:33, 29 March 2020",Kef,6,0,1
"10:49, 30 March 2020",Kébili,15,0,0
"10:49, 30 March 2020",Bizerte,21,0,0
"18:33, 29 March 2020",Mahdia,5,1,1
"18:33, 29 March 2020",Manouba,5,0,0
"10:49, 30 March 2020",Sfax,11,0,3
"10:49, 30 March 2020",Touzeur,6,0,0
"18:33, 29 March 2020",Gabès,4,0,0
"18:33, 29 March 2020",Zaghouan,2,0,0
"10:49, 30 March 2020",Tataouine,6,0,1
"10:49, 30 March 2020",Nabeul,6,0,0
"18:33, 29 March 2020",Kairouan,2,0,0
"18:33, 29 March 2020",Sidi Bouzid,1,0,0
"10:49, 30 March 2020",Kef,6,0,1
"10:49, 30 March 2020",Mahdia,5,1,1
"18:33, 29 March 2020",Gafsa,1,1,0
"18:33, 29 March 2020",Kasserine,1,0,0
"10:49, 30 March 2020",Manouba,9,0,0
"10:49, 30 March 2020",Gabès,4,0,0
"10:49, 30 March 2020",Zaghouan,2,0,0
"10:49, 30 March 2020",Kairouan,3,0,0
"10:49, 30 March 2020",Sidi Bouzid,1,0,0
"10:49, 30 March 2020",Gafsa,1,1,0
"10:49, 30 March 2020",Kasserine,1,0,0
"19:43, 30 March 2020",Tunis,79,0,0
"19:43, 30 March 2020",Ariana,44,0,1
"19:43, 30 March 2020",Ben Arous,29,0,0
"19:43, 30 March 2020",Sousse,25,0,1
"19:43, 30 March 2020",Monastir,25,0,0
"19:43, 30 March 2020",Médenine,19,0,0
"19:43, 30 March 2020",Kébili,15,0,0
"19:43, 30 March 2020",Bizerte,12,0,0
"19:43, 30 March 2020",Sfax,11,0,3
"19:43, 30 March 2020",Manouba,9,0,0
"19:43, 30 March 2020",Nabeul,8,0,0
"19:43, 30 March 2020",Touzeur,6,0,0
"19:43, 30 March 2020",Tataouine,6,0,1
"19:43, 30 March 2020",Kef,6,0,1
"19:43, 30 March 2020",Mahdia,5,1,1
"19:43, 30 March 2020",Gabès,4,0,0
"13:32, 30 March 2020",Tunis,79,0,0
"19:43, 30 March 2020",Sidi Bouzid,3,0,0
"19:43, 30 March 2020",Zaghouan,2,0,0
"19:43, 30 March 2020",Kairouan,2,0,0
"13:32, 30 March 2020",Ariana,44,0,1
"13:32, 30 March 2020",Ben Arous,29,0,0
"13:32, 30 March 2020",Sousse,25,0,1
"19:43, 30 March 2020",Gafsa,1,1,0
"19:43, 30 March 2020",Kasserine,1,0,0
"13:32, 30 March 2020",Monastir,25,0,0
"13:32, 30 March 2020",Médenine,19,0,0
"13:32, 30 March 2020",Kébili,15,0,0
"13:32, 30 March 2020",Bizerte,12,0,0
"13:32, 30 March 2020",Sfax,11,0,3
"13:32, 30 March 2020",Manouba,9,0,0
"13:32, 30 March 2020",Nabeul,8,0,0
"13:32, 30 March 2020",Touzeur,6,0,0
"13:32, 30 March 2020",Tataouine,6,0,1
"13:32, 30 March 2020",Kef,6,0,1
"13:32, 30 March 2020",Mahdia,5,1,1
"13:32, 30 March 2020",Gabès,4,0,0
"13:32, 30 March 2020",Sidi Bouzid,3,0,0
"13:32, 30 March 2020",Zaghouan,2,0,0
"19:44, 30 March 2020",Tunis,79,0,0
"13:32, 30 March 2020",Kairouan,2,0,0
"13:32, 30 March 2020",Gafsa,1,1,0
"19:44, 30 March 2020",Ariana,44,0,1
"19:44, 30 March 2020",Ben Arous,29,0,0
"19:44, 30 March 2020",Sousse,25,0,1
"13:32, 30 March 2020",Kasserine,1,0,0
"19:44, 30 March 2020",Monastir,25,0,0
"19:44, 30 March 2020",Médenine,19,0,0
"21:34, 30 March 2020",Tunis,79,0,0
"19:44, 30 March 2020",Kébili,15,0,0
"19:44, 30 March 2020",Bizerte,12,0,0
"21:34, 30 March 2020",Ariana,44,0,1
"21:34, 30 March 2020",Ben Arous,29,0,0
"19:44, 30 March 2020",Sfax,11,0,3
"19:44, 30 March 2020",Manouba,9,0,0
"19:44, 30 March 2020",Nabeul,8,0,0
"21:34, 30 March 2020",Sousse,25,0,1
"21:34, 30 March 2020",Monastir,25,0,0
"21:34, 30 March 2020",Médenine,19,0,0
"19:44, 30 March 2020",Touzeur,6,0,0
"19:44, 30 March 2020",Tataouine,6,0,1
"19:44, 30 March 2020",Kef,6,0,1
"21:34, 30 March 2020",Kébili,15,0,0
"21:34, 30 March 2020",Bizerte,12,0,0
"22:10, 30 March 2020",Tunis,79,0,0
"19:44, 30 March 2020",Mahdia,5,1,1
"19:44, 30 March 2020",Gabès,4,0,0
"19:44, 30 March 2020",Sidi Bouzid,3,0,0
"21:34, 30 March 2020",Sfax,11,0,3
"21:34, 30 March 2020",Manouba,9,0,0
"21:34, 30 March 2020",Nabeul,8,0,0
"22:10, 30 March 2020",Ariana,44,0,1
"22:10, 30 March 2020",Ben Arous,29,0,0
"19:44, 30 March 2020",Zaghouan,2,0,0
"19:44, 30 March 2020",Kairouan,2,0,0
"21:34, 30 March 2020",Touzeur,6,0,0
"21:34, 30 March 2020",Tataouine,6,0,1
"21:34, 30 March 2020",Kef,6,0,1
"22:10, 30 March 2020",Sousse,25,0,1
"22:10, 30 March 2020",Monastir,25,0,0
"22:10, 30 March 2020",Médenine,19,0,0
"19:44, 30 March 2020",Gafsa,1,1,0
"19:44, 30 March 2020",Kasserine,1,0,0
"21:34, 30 March 2020",Mahdia,5,1,1
"21:34, 30 March 2020",Gabès,4,0,0
"22:10, 30 March 2020",Kébili,15,0,0
"22:10, 30 March 2020",Bizerte,12,0,0
"21:34, 30 March 2020",Sidi Bouzid,3,0,0
"21:34, 30 March 2020",Zaghouan,2,0,0
"21:34, 30 March 2020",Kairouan,2,0,0
"22:10, 30 March 2020",Sfax,11,0,3
"22:10, 30 March 2020",Manouba,9,0,0
"22:10, 30 March 2020",Nabeul,8,0,0
"21:34, 30 March 2020",Gafsa,1,1,0
"21:34, 30 March 2020",Kasserine,1,0,0
"22:10, 30 March 2020",Touzeur,6,0,0
"22:10, 30 March 2020",Tataouine,6,0,1
"22:10, 30 March 2020",Kef,6,0,1
"22:10, 30 March 2020",Mahdia,5,1,1
"22:10, 30 March 2020",Gabès,4,0,0
"22:10, 30 March 2020",Sidi Bouzid,3,0,0
"22:10, 30 March 2020",Zaghouan,2,0,0
"22:10, 30 March 2020",Kairouan,2,0,0
"22:10, 30 March 2020",Gafsa,1,1,0
"22:10, 30 March 2020",Kasserine,1,0,0
"23:16, 30 March 2020",Tunis,79,0,0
"23:16, 30 March 2020",Ariana,44,0,1
"23:16, 30 March 2020",Ben Arous,29,0,0
"23:16, 30 March 2020",Sousse,25,0,1
"23:16, 30 March 2020",Monastir,25,0,0
"23:16, 30 March 2020",Médenine,19,0,0
"23:16, 30 March 2020",Kébili,15,0,0
"23:16, 30 March 2020",Bizerte,12,0,0
"23:16, 30 March 2020",Sfax,11,0,3
"23:16, 30 March 2020",Manouba,9,0,0
"23:16, 30 March 2020",Nabeul,8,0,0
"23:16, 30 March 2020",Touzeur,6,0,0
"23:16, 30 March 2020",Tataouine,6,0,1
"23:16, 30 March 2020",Kef,6,0,1
"23:16, 30 March 2020",Mahdia,5,1,1
"23:16, 30 March 2020",Gabès,4,0,0
"23:16, 30 March 2020",Sidi Bouzid,3,0,0
"23:16, 30 March 2020",Zaghouan,2,0,0
"00:37, 31 March 2020",Tunis,92,0,0
"23:16, 30 March 2020",Kairouan,2,0,0
"23:16, 30 March 2020",Gafsa,1,1,0
"23:16, 30 March 2020",Kasserine,1,0,0
"00:37, 31 March 2020",Ariana,50,0,1
"00:37, 31 March 2020",Ben Arous,34,0,0
"00:37, 31 March 2020",Monastir,27,0,0
"00:37, 31 March 2020",Sousse,25,0,1
"00:37, 31 March 2020",Médenine,19,0,0
"00:37, 31 March 2020",Kébili,15,0,0
"00:37, 31 March 2020",Bizerte,12,0,1
"00:37, 31 March 2020",Sfax,11,0,3
"23:33, 30 March 2020",Tunis,92,0,0
"00:37, 31 March 2020",Nabeul,10,0,0
"00:37, 31 March 2020",Manouba,9,0,0
"00:37, 31 March 2020",Mahdia,7,1,1
"23:33, 30 March 2020",Ariana,50,0,1
"23:33, 30 March 2020",Ben Arous,34,0,0
"00:37, 31 March 2020",Touzeur,6,0,0
"00:37, 31 March 2020",Tataouine,6,0,1
"00:37, 31 March 2020",Kef,6,0,1
"23:33, 30 March 2020",Monastir,27,0,0
"23:33, 30 March 2020",Sousse,25,0,1
"00:37, 31 March 2020",Gabès,4,0,0
"00:37, 31 March 2020",Sidi Bouzid,3,0,0
"00:37, 31 March 2020",Zaghouan,2,0,0
"23:33, 30 March 2020",Médenine,19,0,0
"23:33, 30 March 2020",Kébili,15,0,0
"00:37, 31 March 2020",Kairouan,2,0,0
"00:37, 31 March 2020",Béja,1,0,0
"23:33, 30 March 2020",Bizerte,12,0,1
"23:33, 30 March 2020",Sfax,11,0,3
"23:33, 30 March 2020",Nabeul,10,0,0
"00:37, 31 March 2020",Gafsa,1,1,0
"00:37, 31 March 2020",Kasserine,1,0,0
"23:33, 30 March 2020",Manouba,9,0,0
"23:33, 30 March 2020",Mahdia,7,1,1
"23:33, 30 March 2020",Touzeur,6,0,0
"23:33, 30 March 2020",Tataouine,6,0,1
"23:33, 30 March 2020",Kef,6,0,1
"23:33, 30 March 2020",Gabès,4,0,0
"23:33, 30 March 2020",Sidi Bouzid,3,0,0
"23:33, 30 March 2020",Zaghouan,2,0,0
"23:33, 30 March 2020",Kairouan,2,0,0
"23:33, 30 March 2020",Béja,1,0,1
"23:33, 30 March 2020",Gafsa,1,1,0
"23:33, 30 March 2020",Kasserine,1,0,0
"00:41, 31 March 2020",Tunis,92,0,0
"00:41, 31 March 2020",Ariana,50,0,1
"00:41, 31 March 2020",Médenine,35,0,0
"00:41, 31 March 2020",Ben Arous,34,0,0
"00:41, 31 March 2020",Monastir,27,0,0
"00:41, 31 March 2020",Sousse,25,0,1
"00:41, 31 March 2020",Kébili,15,0,0
"00:41, 31 March 2020",Sfax,14,0,3
"00:41, 31 March 2020",Bizerte,12,0,1
"00:41, 31 March 2020",Nabeul,10,0,0
"00:41, 31 March 2020",Manouba,9,0,0
"00:41, 31 March 2020",Mahdia,7,1,1
"00:41, 31 March 2020",Touzeur,6,0,0
"00:41, 31 March 2020",Tataouine,6,0,1
"00:41, 31 March 2020",Kef,6,0,1
"00:41, 31 March 2020",Gabès,4,0,0
"00:41, 31 March 2020",Sidi Bouzid,3,0,0
"00:41, 31 March 2020",Zaghouan,2,0,0
"00:41, 31 March 2020",Kairouan,2,0,0
"00:41, 31 March 2020",Béja,1,0,0
"00:41, 31 March 2020",Gafsa,1,1,0
"00:41, 31 March 2020",Kasserine,1,0,0
"00:45, 31 March 2020",Tunis,92,0,0
"00:45, 31 March 2020",Ariana,50,0,1
"00:45, 31 March 2020",Médenine,35,0,0
"00:45, 31 March 2020",Ben Arous,34,0,0
"00:45, 31 March 2020",Monastir,27,0,0
"00:45, 31 March 2020",Sousse,25,0,1
"00:45, 31 March 2020",Kébili,15,0,0
"00:45, 31 March 2020",Sfax,14,0,3
"00:45, 31 March 2020",Bizerte,12,0,1
"00:45, 31 March 2020",Nabeul,10,0,0
"00:45, 31 March 2020",Manouba,9,0,0
"00:45, 31 March 2020",Mahdia,7,1,1
"00:45, 31 March 2020",Touzeur,6,0,0
"00:45, 31 March 2020",Tataouine,6,0,1
"00:45, 31 March 2020",Kef,6,0,1
"00:45, 31 March 2020",Gabès,4,0,0
"00:45, 31 March 2020",Sidi Bouzid,3,0,0
"00:45, 31 March 2020",Zaghouan,2,0,0
"00:45, 31 March 2020",Kairouan,2,0,0
"00:45, 31 March 2020",Béja,1,0,0
"00:45, 31 March 2020",Gafsa,1,1,0
"00:45, 31 March 2020",Kasserine,1,0,0
"00:54, 31 March 2020",Tunis,92,0,0
"00:54, 31 March 2020",Ariana,50,0,1
"00:54, 31 March 2020",Médenine,35,0,0
"00:54, 31 March 2020",Ben Arous,34,0,0
"00:54, 31 March 2020",Monastir,27,0,0
"00:54, 31 March 2020",Sousse,25,0,1
"13:17, 31 March 2020",Tunis,92,0,0
"00:54, 31 March 2020",Kébili,15,0,0
"00:54, 31 March 2020",Sfax,14,0,3
"13:17, 31 March 2020",Ariana,50,0,1
"13:17, 31 March 2020",Médenine,35,0,0
"13:17, 31 March 2020",Ben Arous,34,0,0
"00:54, 31 March 2020",Bizerte,12,0,1
"00:54, 31 March 2020",Nabeul,10,0,0
"00:54, 31 March 2020",Manouba,9,0,0
"13:17, 31 March 2020",Monastir,27,0,0
"13:17, 31 March 2020",Sousse,25,0,1
"00:54, 31 March 2020",Mahdia,7,1,1
"00:54, 31 March 2020",Touzeur,6,0,0
"13:17, 31 March 2020",Kébili,15,0,0
"13:17, 31 March 2020",Sfax,14,0,3
"13:17, 31 March 2020",Bizerte,12,0,1
"00:54, 31 March 2020",Tataouine,6,0,1
"00:54, 31 March 2020",Kef,6,0,1
"00:54, 31 March 2020",Gabès,4,0,0
"13:55, 31 March 2020",Tunis,92,0,0
"13:17, 31 March 2020",Nabeul,10,0,0
"13:17, 31 March 2020",Manouba,9,0,0
"00:54, 31 March 2020",Sidi Bouzid,3,0,0
"00:54, 31 March 2020",Zaghouan,2,0,0
"13:55, 31 March 2020",Ariana,50,0,1
"13:55, 31 March 2020",Médenine,35,0,0
"13:55, 31 March 2020",Ben Arous,34,0,0
"13:17, 31 March 2020",Mahdia,7,1,1
"13:17, 31 March 2020",Touzeur,6,0,0
"13:17, 31 March 2020",Tataouine,6,0,1
"00:54, 31 March 2020",Kairouan,2,0,0
"00:54, 31 March 2020",Béja,1,0,1
"00:54, 31 March 2020",Gafsa,1,1,0
"13:55, 31 March 2020",Monastir,27,0,0
"13:55, 31 March 2020",Sousse,25,0,1
"13:17, 31 March 2020",Kef,6,0,1
"13:17, 31 March 2020",Gabès,4,0,0
"00:54, 31 March 2020",Kasserine,1,0,0
"13:55, 31 March 2020",Kébili,15,0,0
"13:55, 31 March 2020",Sfax,14,0,3
"13:17, 31 March 2020",Sidi Bouzid,3,0,0
"13:17, 31 March 2020",Zaghouan,2,0,0
"13:55, 31 March 2020",Bizerte,12,0,1
"13:55, 31 March 2020",Nabeul,10,0,0
"13:55, 31 March 2020",Manouba,9,0,0
"13:17, 31 March 2020",Kairouan,2,0,0
"13:17, 31 March 2020",Béja,1,0,0
"13:55, 31 March 2020",Mahdia,7,1,1
"13:55, 31 March 2020",Touzeur,6,0,0
"13:17, 31 March 2020",Gafsa,1,1,0
"13:17, 31 March 2020",Kasserine,1,0,0
"13:55, 31 March 2020",Tataouine,6,0,1
"13:55, 31 March 2020",Kef,6,0,1
"13:55, 31 March 2020",Gabès,4,0,0
"13:55, 31 March 2020",Sidi Bouzid,3,0,0
"13:55, 31 March 2020",Zaghouan,2,0,0
"13:55, 31 March 2020",Kairouan,2,0,0
"13:55, 31 March 2020",Béja,1,0,0
"13:55, 31 March 2020",Gafsa,1,1,0
"13:55, 31 March 2020",Kasserine,1,0,0
"15:01, 31 March 2020",Tunis,92,0,0
"15:01, 31 March 2020",Ariana,50,0,1
"15:01, 31 March 2020",Médenine,35,0,0
"15:01, 31 March 2020",Ben Arous,34,0,0
"14:04, 31 March 2020",Tunis,92,0,0
"15:01, 31 March 2020",Monastir,27,0,0
"15:01, 31 March 2020",Sousse,25,0,1
"14:04, 31 March 2020",Ariana,50,0,1
"14:04, 31 March 2020",Médenine,35,0,0
"14:04, 31 March 2020",Ben Arous,34,0,0
"15:01, 31 March 2020",Kébili,15,0,0
"15:01, 31 March 2020",Sfax,14,0,3
"16:27, 31 March 2020",Tunis,92,0,0
"14:04, 31 March 2020",Monastir,27,0,0
"14:04, 31 March 2020",Sousse,25,0,1
"15:01, 31 March 2020",Bizerte,12,0,1
"15:01, 31 March 2020",Nabeul,10,0,0
"15:01, 31 March 2020",Manouba,9,0,0
"16:27, 31 March 2020",Ariana,50,0,1
"16:27, 31 March 2020",Médenine,35,0,0
"16:27, 31 March 2020",Ben Arous,34,0,0
"14:04, 31 March 2020",Kébili,15,0,0
"14:04, 31 March 2020",Sfax,14,0,3
"14:04, 31 March 2020",Bizerte,12,0,1
"15:01, 31 March 2020",Mahdia,7,1,1
"15:01, 31 March 2020",Touzeur,6,0,0
"16:27, 31 March 2020",Monastir,27,0,0
"16:27, 31 March 2020",Sousse,25,0,1
"14:04, 31 March 2020",Nabeul,10,0,0
"14:04, 31 March 2020",Manouba,9,0,0
"14:04, 31 March 2020",Mahdia,7,1,1
"15:01, 31 March 2020",Tataouine,6,0,1
"15:01, 31 March 2020",Kef,6,0,1
"16:27, 31 March 2020",Kébili,15,0,0
"16:27, 31 March 2020",Sfax,14,0,3
"14:04, 31 March 2020",Touzeur,6,0,0
"14:04, 31 March 2020",Tataouine,6,0,1
"15:01, 31 March 2020",Gabès,4,0,0
"15:01, 31 March 2020",Sidi Bouzid,3,0,0
"15:01, 31 March 2020",Zaghouan,2,0,0
"16:27, 31 March 2020",Bizerte,12,0,1
"16:27, 31 March 2020",Nabeul,10,0,0
"16:27, 31 March 2020",Manouba,9,0,0
"14:04, 31 March 2020",Kef,6,0,1
"14:04, 31 March 2020",Gabès,4,0,0
"15:01, 31 March 2020",Kairouan,2,0,0
"15:01, 31 March 2020",Béja,1,0,0
"16:27, 31 March 2020",Mahdia,7,1,1
"16:27, 31 March 2020",Touzeur,6,0,0
"14:04, 31 March 2020",Sidi Bouzid,3,0,0
"14:04, 31 March 2020",Zaghouan,2,0,0
"15:01, 31 March 2020",Gafsa,1,1,0
"15:01, 31 March 2020",Kasserine,1,0,0
"16:27, 31 March 2020",Tataouine,6,0,1
"16:27, 31 March 2020",Kef,6,0,1
"14:04, 31 March 2020",Kairouan,2,0,0
